client_number,customer_age,gender,dependents,education_level,marital_status,state,zipcode,car_owner,house_owner,personal_loan,contact,customer_job,income_of_customer,customer_satisfaction_score
C100791,56,Male,3,Uneducated,Single,Taif,52854,Yes,No,Yes,Unknown,Student,12428,2
C100792,30,Female,2,Doctorate,Married,Abha,36632,No,No,No,Telephone,Businessman,35053,4
C100793,51,Male,1,Graduated,Divorced,Medina,12563,No,No,No,Unknown,Unemployed,35644,5
C100794,65,Male,1,Graduated,Widow,Riyadh,34483,Yes,No,Yes,Cellular,Businessman,24699,2
C100795,62,Female,4,Graduated,Single,Medina,74268,No,Yes,Yes,Cellular,Self-employed,4840,1
C100796,28,Female,3,Doctorate,Single,Abha,34699,Yes,Yes,Yes,Telephone,Unemployed,39320,4
C100797,58,Female,4,Post-Graduate,Widow,Tabuk,99600,Yes,No,No,Cellular,Self-employed,44774,5
C100798,45,Male,0,Uneducated,Single,Mecca,49597,Yes,No,Yes,Unknown,Unemployed,40607,3
C100799,27,Female,0,High School,Married,Medina,84778,Yes,Yes,Yes,Unknown,Student,13975,5
C100800,42,Male,0,High School,Married,Jazan,46331,Yes,Yes,Yes,Cellular,Student,30235,4
C100801,25,Male,4,Graduated,Single,Jeddah,29029,No,Yes,Yes,Unknown,Self-employed,10573,2
C100802,30,Male,3,Graduated,Widow,Dammam,17012,Yes,Yes,Yes,Cellular,Private Employee,29391,1
C100803,28,Male,0,Unknown,Single,Jazan,27824,No,No,Yes,Cellular,Student,17030,1
C100804,38,Male,3,Graduated,Divorced,Medina,80274,Yes,Yes,No,Unknown,Freelancer,22756,5
C100805,26,Male,2,Uneducated,Single,Jeddah,47283,Yes,No,Yes,Telephone,Unemployed,3572,5
C100806,62,Female,1,Uneducated,Divorced,Taif,26883,Yes,Yes,No,Telephone,Freelancer,27936,1
C100807,61,Male,1,Doctorate,Divorced,Dammam,86475,No,Yes,Yes,Cellular,Private Employee,10775,2
C100808,37,Male,3,High School,Divorced,Abha,58062,No,No,Yes,Cellular,Unemployed,4772,3
C100809,24,Male,0,Uneducated,Widow,Riyadh,65372,Yes,No,Yes,Telephone,Self-employed,39538,4
C100810,37,Male,1,Post-Graduate,Single,Jazan,21190,No,No,Yes,Telephone,Self-employed,11518,2
C100811,38,Male,2,High School,Divorced,Dammam,99712,Yes,Yes,No,Cellular,Self-employed,6843,1
C100812,21,Female,3,Graduated,Widow,Tabuk,65468,No,Yes,No,Telephone,Student,47372,3
C100813,43,Female,3,Uneducated,Married,Mecca,72858,Yes,Yes,No,Telephone,Private Employee,3179,1
C100814,22,Male,0,Post-Graduate,Single,Riyadh,37160,Yes,No,Yes,Cellular,Private Employee,29125,3
C100815,25,Female,1,Graduated,Single,Abha,11720,Yes,No,No,Cellular,Self-employed,41846,1
C100816,26,Female,0,Graduated,Single,Medina,76632,Yes,No,No,Cellular,Self-employed,6531,4
C100817,65,Male,2,Unknown,Single,Mecca,57332,No,No,No,Cellular,Unemployed,29254,2
C100818,27,Male,0,Unknown,Widow,Dammam,55735,No,No,No,Unknown,Private Employee,42069,3
C100819,51,Male,1,Unknown,Single,Tabuk,36078,Yes,No,Yes,Telephone,Government Employee,31670,4
C100820,47,Male,0,High School,Single,Abha,41529,Yes,No,Yes,Cellular,Businessman,20432,4
C100821,46,Female,0,High School,Divorced,Riyadh,18888,Yes,Yes,No,Unknown,Private Employee,46682,4
C100822,27,Female,0,Unknown,Divorced,Medina,81287,Yes,No,Yes,Telephone,Self-employed,46759,1
C100823,40,Male,0,High School,Single,Mecca,94749,No,No,No,Unknown,Self-employed,45469,1
C100824,32,Female,4,Graduated,Single,Taif,60098,No,Yes,No,Telephone,Businessman,12728,2
C100825,51,Female,0,Graduated,Widow,Mecca,42537,Yes,Yes,No,Telephone,Self-employed,16823,5
C100826,62,Female,4,Post-Graduate,Single,Jazan,11921,Yes,No,Yes,Telephone,Unemployed,46274,2
C100827,21,Male,3,Unknown,Widow,Abha,32482,Yes,Yes,No,Cellular,Unemployed,13378,1
C100828,60,Female,0,Post-Graduate,Single,Medina,58414,No,Yes,Yes,Cellular,Private Employee,4468,5
C100829,52,Female,4,Unknown,Single,Abha,62297,No,No,Yes,Cellular,Unemployed,10880,4
C100830,42,Male,4,Graduated,Divorced,Jazan,11511,Yes,Yes,Yes,Telephone,Student,6068,4
C100831,50,Female,3,Doctorate,Single,Dammam,34761,No,Yes,No,Unknown,Private Employee,8996,1
C100832,30,Female,4,High School,Married,Taif,83359,Yes,No,No,Unknown,Freelancer,34269,1
C100833,37,Male,4,High School,Married,Jeddah,43901,Yes,No,Yes,Telephone,Private Employee,5884,4
C100834,55,Male,1,Graduated,Divorced,Abha,83162,Yes,No,No,Telephone,Businessman,33162,5
C100835,62,Female,1,High School,Single,Taif,93840,No,No,No,Unknown,Self-employed,20355,5
C100836,47,Male,2,Graduated,Divorced,Dammam,18488,No,Yes,Yes,Unknown,Government Employee,9698,4
C100837,29,Male,2,Post-Graduate,Married,Taif,46073,Yes,Yes,Yes,Telephone,Student,29222,5
C100838,64,Male,4,Unknown,Widow,Dammam,43886,No,No,Yes,Unknown,Private Employee,42448,5
C100839,24,Female,0,Post-Graduate,Single,Jeddah,49308,Yes,Yes,Yes,Unknown,Unemployed,19271,3
C100840,62,Male,1,Doctorate,Widow,Jeddah,40493,Yes,No,No,Cellular,Government Employee,15227,2
C100841,22,Female,2,Post-Graduate,Single,Taif,53574,Yes,Yes,No,Telephone,Unemployed,22797,4
C100842,29,Female,0,Post-Graduate,Single,Taif,51665,Yes,Yes,No,Telephone,Businessman,40173,4
C100843,45,Male,3,Doctorate,Widow,Jeddah,77605,Yes,No,Yes,Unknown,Student,3186,4
C100844,49,Male,0,High School,Single,Jazan,45503,No,Yes,Yes,Telephone,Student,15105,4
C100845,60,Female,2,Post-Graduate,Widow,Abha,90924,Yes,No,No,Telephone,Student,27979,5
C100846,39,Male,2,High School,Divorced,Tabuk,96495,Yes,Yes,Yes,Unknown,Self-employed,42263,2
C100847,23,Female,2,Uneducated,Widow,Riyadh,56040,Yes,Yes,No,Cellular,Private Employee,47745,1
C100848,34,Female,1,Graduated,Divorced,Medina,63843,Yes,Yes,No,Telephone,Government Employee,42288,1
C100849,44,Female,0,Unknown,Single,Mecca,27810,No,No,Yes,Cellular,Government Employee,27663,4
C100850,63,Female,4,Post-Graduate,Widow,Taif,75208,No,Yes,No,Telephone,Government Employee,13605,1
C100851,39,Female,3,High School,Widow,Jazan,54553,Yes,No,No,Telephone,Self-employed,15601,5
C100852,58,Male,3,Uneducated,Married,Tabuk,43828,No,No,Yes,Unknown,Self-employed,30442,3
C100853,64,Female,0,Unknown,Widow,Tabuk,89121,No,Yes,Yes,Cellular,Freelancer,47254,4
C100854,30,Male,0,Uneducated,Married,Mecca,33729,No,No,No,Unknown,Freelancer,34060,3
C100855,45,Male,2,Post-Graduate,Single,Taif,13637,Yes,Yes,Yes,Telephone,Freelancer,9548,1
C100856,43,Female,4,Post-Graduate,Widow,Riyadh,10802,Yes,Yes,No,Unknown,Student,28957,4
C100857,65,Female,4,Uneducated,Married,Jeddah,32660,No,No,Yes,Telephone,Private Employee,11841,4
C100858,36,Male,3,Unknown,Married,Jeddah,31577,Yes,Yes,No,Cellular,Freelancer,34373,3
C100859,34,Female,2,Doctorate,Widow,Abha,16303,No,No,Yes,Telephone,Government Employee,36689,2
C100860,39,Male,0,Doctorate,Married,Abha,52506,No,No,No,Cellular,Businessman,47290,4
C100861,36,Female,2,High School,Widow,Tabuk,29089,Yes,Yes,Yes,Cellular,Self-employed,13103,4
C100862,38,Female,4,Doctorate,Single,Jazan,67460,No,Yes,Yes,Unknown,Government Employee,45274,2
C100863,51,Male,0,Uneducated,Widow,Dammam,19538,No,No,Yes,Unknown,Student,6983,1
C100864,58,Female,1,Unknown,Divorced,Tabuk,93275,Yes,Yes,No,Unknown,Unemployed,18043,3
C100865,54,Male,2,Post-Graduate,Married,Tabuk,40083,No,Yes,Yes,Unknown,Unemployed,44574,1
C100866,52,Male,3,Graduated,Widow,Abha,47565,Yes,No,No,Cellular,Government Employee,19652,3
C100867,62,Female,2,High School,Widow,Riyadh,79695,Yes,No,Yes,Telephone,Student,43602,2
C100868,48,Male,0,Doctorate,Divorced,Medina,94364,Yes,Yes,No,Unknown,Student,46323,3
C100869,54,Female,4,Post-Graduate,Widow,Abha,77435,Yes,Yes,No,Telephone,Private Employee,40930,2
C100870,50,Male,2,Graduated,Married,Mecca,59393,Yes,Yes,Yes,Unknown,Student,38418,4
C100871,65,Female,1,High School,Married,Medina,82973,Yes,No,Yes,Unknown,Self-employed,18615,5
C100872,26,Male,0,Doctorate,Widow,Riyadh,61366,Yes,Yes,Yes,Unknown,Unemployed,36730,1
C100873,65,Male,1,Uneducated,Single,Riyadh,25331,Yes,Yes,Yes,Cellular,Businessman,4066,1
C100874,64,Female,3,Graduated,Widow,Jeddah,15938,Yes,No,No,Cellular,Businessman,38896,1
C100875,38,Male,2,Graduated,Single,Mecca,18088,Yes,No,No,Unknown,Self-employed,45018,1
C100876,57,Male,3,High School,Widow,Abha,94084,Yes,Yes,No,Telephone,Private Employee,41581,3
C100877,63,Male,0,Unknown,Married,Riyadh,69905,No,Yes,Yes,Telephone,Unemployed,21281,3
C100878,57,Female,3,Unknown,Divorced,Riyadh,16039,No,No,No,Telephone,Government Employee,9031,1
C100879,20,Female,2,High School,Single,Jeddah,39464,No,Yes,No,Unknown,Government Employee,9591,4
C100880,59,Female,4,Graduated,Single,Abha,90632,Yes,No,Yes,Telephone,Private Employee,38929,2
C100881,38,Male,3,Post-Graduate,Widow,Dammam,60910,No,Yes,Yes,Unknown,Private Employee,39571,5
C100882,53,Male,3,Post-Graduate,Widow,Jeddah,57721,Yes,No,No,Cellular,Government Employee,32722,1
C100883,56,Female,3,Unknown,Married,Dammam,12919,Yes,Yes,No,Unknown,Unemployed,26495,4
C100884,60,Male,3,Unknown,Divorced,Jeddah,82521,Yes,No,Yes,Cellular,Unemployed,33211,3
C100885,41,Female,0,Graduated,Widow,Jazan,48114,Yes,Yes,No,Telephone,Private Employee,42460,2
C100886,24,Male,4,Doctorate,Married,Mecca,22045,No,Yes,No,Telephone,Self-employed,13663,2
C100887,58,Female,2,Post-Graduate,Single,Jazan,16998,No,No,No,Cellular,Businessman,39277,3
C100888,63,Female,2,Graduated,Single,Tabuk,67031,Yes,Yes,Yes,Cellular,Unemployed,27062,4
C100889,20,Male,0,Unknown,Widow,Medina,54849,No,No,Yes,Telephone,Self-employed,16845,2
C100890,37,Female,1,Post-Graduate,Married,Abha,90088,No,No,Yes,Cellular,Businessman,34816,5
C100891,61,Male,1,Doctorate,Divorced,Jazan,41505,Yes,Yes,No,Cellular,Private Employee,38536,3
C100892,20,Female,0,Unknown,Divorced,Abha,94080,Yes,Yes,Yes,Unknown,Government Employee,3067,5
C100893,31,Female,0,Doctorate,Single,Tabuk,34370,No,Yes,Yes,Unknown,Government Employee,17903,4
C100894,23,Male,1,Unknown,Single,Jazan,19290,No,No,Yes,Cellular,Private Employee,19805,1
C100895,52,Female,4,Doctorate,Divorced,Mecca,39753,Yes,No,No,Unknown,Student,40557,2
C100896,46,Female,1,Post-Graduate,Divorced,Mecca,71894,Yes,No,Yes,Unknown,Unemployed,36729,2
C100897,50,Male,2,Post-Graduate,Single,Medina,19269,Yes,No,No,Cellular,Self-employed,26055,5
C100898,62,Female,1,Doctorate,Married,Jeddah,71377,No,Yes,No,Telephone,Government Employee,37342,2
C100899,41,Male,3,Post-Graduate,Single,Taif,45783,No,Yes,No,Telephone,Self-employed,41553,5
C100900,34,Female,2,Post-Graduate,Married,Abha,49798,Yes,No,Yes,Telephone,Unemployed,44328,3
C100901,45,Male,4,Unknown,Divorced,Tabuk,16956,No,No,No,Unknown,Businessman,28786,3
C100902,48,Female,2,Unknown,Divorced,Taif,30900,Yes,Yes,Yes,Unknown,Businessman,38444,3
C100903,40,Male,0,Graduated,Divorced,Riyadh,97304,Yes,Yes,Yes,Cellular,Businessman,33323,5
C100904,44,Male,4,Doctorate,Single,Dammam,53061,No,No,No,Cellular,Freelancer,49051,2
C100905,30,Male,3,Doctorate,Divorced,Medina,51304,No,Yes,Yes,Cellular,Businessman,46703,2
C100906,31,Female,2,Post-Graduate,Divorced,Riyadh,11386,Yes,No,Yes,Cellular,Government Employee,10274,3
C100907,33,Male,2,Doctorate,Divorced,Jazan,93062,No,Yes,No,Telephone,Businessman,35264,1
C100908,48,Male,1,Graduated,Single,Tabuk,87317,No,Yes,Yes,Unknown,Unemployed,7309,1
C100909,20,Female,2,Doctorate,Married,Mecca,11599,Yes,Yes,Yes,Telephone,Government Employee,11261,1
C100910,33,Female,0,Post-Graduate,Divorced,Jeddah,19438,No,Yes,Yes,Unknown,Government Employee,43329,5
C100911,31,Female,2,Uneducated,Divorced,Tabuk,29203,Yes,No,No,Cellular,Businessman,6887,4
C100912,51,Male,0,Graduated,Widow,Abha,17705,Yes,No,No,Telephone,Government Employee,5889,2
C100913,50,Female,1,Doctorate,Married,Medina,84747,No,No,No,Cellular,Businessman,3182,4
C100914,51,Female,3,Uneducated,Divorced,Tabuk,11055,Yes,Yes,No,Cellular,Businessman,35324,2
C100915,44,Female,2,Uneducated,Widow,Dammam,47469,Yes,No,No,Cellular,Student,7007,2
C100916,62,Male,1,Uneducated,Divorced,Tabuk,22484,Yes,Yes,Yes,Unknown,Businessman,45149,4
C100917,63,Male,2,Uneducated,Single,Abha,82847,No,No,Yes,Cellular,Self-employed,10644,1
C100918,44,Female,3,Uneducated,Married,Riyadh,46908,No,No,No,Unknown,Student,38588,4
C100919,40,Male,0,Uneducated,Widow,Mecca,31952,No,Yes,Yes,Cellular,Private Employee,46977,2
C100920,20,Male,3,High School,Divorced,Abha,34449,Yes,No,No,Telephone,Businessman,48541,5
C100921,28,Male,3,Unknown,Single,Tabuk,31247,Yes,Yes,Yes,Cellular,Private Employee,48902,2
C100922,26,Male,0,High School,Single,Abha,85084,No,Yes,No,Unknown,Businessman,31425,1
C100923,27,Female,1,Post-Graduate,Divorced,Tabuk,82120,Yes,No,No,Unknown,Private Employee,13975,1
C100924,44,Male,0,High School,Married,Jazan,80120,Yes,Yes,No,Unknown,Self-employed,36326,5
C100925,50,Male,4,High School,Divorced,Mecca,17001,Yes,Yes,Yes,Unknown,Unemployed,34245,2
C100926,20,Male,1,Post-Graduate,Married,Mecca,80340,Yes,Yes,Yes,Unknown,Self-employed,6877,3
C100927,25,Female,2,Graduated,Divorced,Medina,27259,Yes,Yes,No,Telephone,Student,42481,2
C100928,64,Male,1,Doctorate,Single,Dammam,14733,Yes,Yes,No,Unknown,Freelancer,12782,2
C100929,28,Male,3,Graduated,Divorced,Dammam,23531,Yes,No,Yes,Cellular,Unemployed,11561,5
C100930,25,Female,2,Unknown,Widow,Mecca,61887,Yes,Yes,Yes,Telephone,Freelancer,41985,2
C100931,48,Female,3,High School,Widow,Jeddah,90098,Yes,Yes,Yes,Unknown,Businessman,45713,2
C100932,58,Male,3,Doctorate,Single,Jazan,49129,No,Yes,Yes,Unknown,Freelancer,37792,2
C100933,27,Male,2,Uneducated,Divorced,Jeddah,91276,No,No,Yes,Cellular,Student,8318,2
C100934,27,Female,3,Unknown,Single,Tabuk,63197,No,No,No,Telephone,Unemployed,5659,4
C100935,34,Female,1,Unknown,Widow,Tabuk,57404,Yes,No,No,Telephone,Government Employee,45993,1
C100936,48,Female,3,Uneducated,Divorced,Medina,39454,No,No,Yes,Telephone,Freelancer,42617,4
C100937,30,Female,1,Uneducated,Married,Taif,27654,No,Yes,Yes,Telephone,Self-employed,19759,2
C100938,46,Male,2,Doctorate,Divorced,Mecca,98277,Yes,Yes,Yes,Unknown,Freelancer,35308,5
C100939,63,Male,4,Graduated,Married,Medina,50781,Yes,No,No,Cellular,Self-employed,39680,3
C100940,35,Male,2,Graduated,Married,Tabuk,97387,Yes,No,Yes,Cellular,Self-employed,20087,2
C100941,22,Male,0,Unknown,Divorced,Abha,75471,No,Yes,No,Unknown,Government Employee,27234,4
C100942,44,Female,3,High School,Widow,Taif,86916,No,No,Yes,Telephone,Self-employed,31612,3
C100943,56,Female,2,Graduated,Widow,Abha,60109,Yes,No,Yes,Telephone,Self-employed,8182,2
C100944,41,Female,2,Unknown,Single,Tabuk,91045,No,Yes,No,Cellular,Unemployed,29155,5
C100945,29,Female,2,Post-Graduate,Widow,Taif,49595,No,Yes,Yes,Cellular,Businessman,32700,3
C100946,28,Male,2,Doctorate,Single,Mecca,33801,No,Yes,No,Cellular,Freelancer,20352,5
C100947,57,Male,1,Uneducated,Widow,Jeddah,49452,No,No,Yes,Unknown,Unemployed,6659,4
C100948,56,Female,1,Doctorate,Widow,Medina,23664,Yes,Yes,Yes,Telephone,Student,26348,2
C100949,29,Male,0,High School,Widow,Jeddah,83004,No,No,Yes,Cellular,Government Employee,46118,3
C100950,31,Female,4,Graduated,Divorced,Mecca,99165,No,Yes,Yes,Telephone,Self-employed,45127,2
C100951,61,Male,4,Graduated,Divorced,Dammam,39171,No,No,No,Cellular,Student,31178,4
C100952,63,Female,3,Uneducated,Married,Jazan,10446,Yes,No,Yes,Unknown,Unemployed,6056,3
C100953,29,Female,4,Unknown,Single,Tabuk,52661,Yes,Yes,Yes,Cellular,Private Employee,47722,2
C100954,28,Male,2,Uneducated,Divorced,Jazan,96844,Yes,Yes,No,Cellular,Student,22734,2
C100955,56,Male,1,Graduated,Single,Jazan,31558,Yes,Yes,Yes,Cellular,Private Employee,43791,3
C100956,42,Male,4,Graduated,Married,Riyadh,88765,Yes,No,Yes,Telephone,Self-employed,27479,5
C100957,42,Male,1,Uneducated,Married,Dammam,93877,No,Yes,Yes,Unknown,Student,42840,2
C100958,20,Female,2,Graduated,Married,Tabuk,39556,Yes,Yes,No,Telephone,Businessman,36244,3
C100959,22,Female,3,Unknown,Single,Abha,70177,Yes,Yes,No,Unknown,Private Employee,10916,5
C100960,30,Male,3,Unknown,Single,Riyadh,74407,Yes,Yes,No,Cellular,Government Employee,45258,5
C100961,34,Male,0,Graduated,Widow,Mecca,80009,No,No,No,Cellular,Government Employee,32007,3
C100962,28,Male,1,Uneducated,Married,Dammam,31153,Yes,Yes,No,Telephone,Self-employed,25682,5
C100963,62,Male,1,Uneducated,Divorced,Taif,17492,No,Yes,No,Cellular,Government Employee,45997,1
C100964,44,Male,3,Uneducated,Single,Jeddah,79674,Yes,No,No,Unknown,Unemployed,35229,3
C100965,26,Male,0,Graduated,Divorced,Medina,83254,No,Yes,No,Cellular,Businessman,46253,1
C100966,34,Female,1,Graduated,Single,Abha,47594,No,Yes,No,Unknown,Government Employee,28304,1
C100967,40,Female,3,Unknown,Divorced,Tabuk,42955,Yes,Yes,Yes,Telephone,Businessman,31057,3
C100968,24,Male,4,Doctorate,Divorced,Tabuk,66133,No,Yes,Yes,Unknown,Freelancer,27639,5
C100969,33,Female,3,Post-Graduate,Widow,Tabuk,34230,Yes,No,Yes,Cellular,Businessman,19621,2
C100970,47,Male,0,Unknown,Widow,Jeddah,27819,Yes,Yes,No,Cellular,Self-employed,40458,2
C100971,65,Female,4,Graduated,Widow,Abha,84256,No,No,Yes,Unknown,Student,34101,2
C100972,24,Male,3,Graduated,Widow,Medina,20473,Yes,Yes,No,Unknown,Private Employee,47233,1
C100973,49,Female,4,Post-Graduate,Widow,Abha,65096,No,Yes,Yes,Unknown,Freelancer,40464,3
C100974,32,Male,4,Unknown,Widow,Tabuk,50470,Yes,Yes,No,Cellular,Self-employed,11171,2
C100975,22,Male,0,Post-Graduate,Single,Tabuk,13082,No,No,No,Telephone,Government Employee,39899,4
C100976,38,Female,0,Doctorate,Single,Riyadh,28386,No,No,No,Telephone,Government Employee,38701,4
C100977,51,Female,2,Post-Graduate,Widow,Jazan,50568,Yes,No,Yes,Telephone,Government Employee,30959,1
C100978,36,Female,0,Unknown,Widow,Medina,56268,No,Yes,No,Cellular,Businessman,41591,4
C100979,37,Female,4,Uneducated,Widow,Jazan,20364,Yes,No,Yes,Unknown,Freelancer,27913,2
C100980,40,Male,0,Doctorate,Divorced,Jazan,11042,Yes,No,No,Cellular,Self-employed,37669,2
C100981,49,Female,1,Graduated,Divorced,Medina,20271,No,No,No,Unknown,Private Employee,25851,3
C100982,46,Female,1,High School,Divorced,Mecca,48293,Yes,No,No,Cellular,Unemployed,23011,5
C100983,27,Female,4,Post-Graduate,Married,Medina,43879,No,No,No,Cellular,Student,20671,4
C100984,36,Male,4,Doctorate,Married,Dammam,39429,Yes,No,No,Cellular,Student,34262,2
C100985,56,Female,0,Uneducated,Married,Jeddah,11045,No,Yes,Yes,Unknown,Self-employed,10546,4
C100986,22,Female,2,High School,Divorced,Medina,47626,No,No,No,Telephone,Unemployed,41378,2
C100987,28,Male,1,Unknown,Single,Mecca,46456,No,No,No,Cellular,Self-employed,43038,2
C100988,56,Male,0,Uneducated,Divorced,Jeddah,27873,Yes,Yes,No,Telephone,Unemployed,28787,3
C100989,53,Female,1,High School,Divorced,Jazan,10303,No,Yes,Yes,Cellular,Government Employee,49256,3
C100990,55,Female,1,High School,Divorced,Taif,60841,Yes,Yes,Yes,Cellular,Student,39092,3
C100991,23,Male,2,Uneducated,Married,Taif,30653,Yes,Yes,Yes,Cellular,Government Employee,32983,3
C100992,31,Female,3,Uneducated,Single,Riyadh,49486,Yes,No,No,Unknown,Freelancer,48426,4
C100993,54,Male,0,Post-Graduate,Divorced,Dammam,84590,No,No,Yes,Cellular,Unemployed,45848,1
C100994,61,Female,3,High School,Single,Jazan,44536,Yes,Yes,No,Cellular,Unemployed,23875,1
C100995,29,Male,4,High School,Single,Dammam,31231,No,No,No,Telephone,Self-employed,32389,3
C100996,30,Male,1,Uneducated,Married,Medina,11221,Yes,Yes,Yes,Telephone,Private Employee,40592,1
C100997,33,Male,0,Uneducated,Single,Medina,35856,No,No,No,Telephone,Businessman,48367,1
C100998,62,Female,3,High School,Single,Jazan,65950,Yes,No,No,Telephone,Self-employed,6713,2
C100999,37,Female,1,Unknown,Single,Dammam,40255,No,No,Yes,Cellular,Businessman,17207,3
C101000,65,Male,0,Uneducated,Divorced,Jazan,18926,Yes,Yes,No,Unknown,Self-employed,13709,2
